Gene names	Protein IDs	Mock - 4 hr Rep 1	4 hr Rep 1	12 hr Rep 1	24 hr Rep 1	48 hr Rep 1	72 hr Rep 1	96 hr Rep 1	Mock - 96 hr Rep 1	Mock - 4 hr Rep 2	4 hr Rep 2	12 hr Rep 2	24 hr Rep 2	48 hr Rep 2	72 hr Rep 2	96 hr Rep 2	Mock - 96 hr Rep 2	Mock - 4 hr Rep 3	4 hr Rep 3	12 hr Rep 3	24 hr Rep 3	48 hr Rep 3	72 hr Rep 3	96 hr Rep 3	Mock - 96 hr Rep 3
CBX4	O00257;O00257-3	0.233681816	0.329180352	0.009067241	-0.068746916	0.078196391	0.10627882	0.050251343	0.131082405	0.291064209	0.232395907	-0.066537774	-0.328905837	-0.073740485	0.084263542	0.139240492	-0.024840914	0.153170232	0.18715216	-0.199877968	-0.352008526	-0.235055922	0.053918529	0.015137575	-0.081403556
RRM1	P23921	-0.116428443	0.077380896	0.113124416	0.074026507	0.25052583	0.148894457	0.046538639	-0.095054065	0.00792004	0.069282974	-0.003617985	-0.017438065	0.098960034	0.117962053	0.183282559	-0.161674491	-0.149559754	-0.021765413	-0.040811111	-0.062243757	0.003549465	0.003547386	0.028868337	-0.150585962
RELB	Q01201	-0.004030589	-0.069505823	-0.033470189	-0.077408178	-0.002696778	0.16048023	0.184403799	0.032915679	-0.010125204	-0.029781591	-0.00947856	-0.027396309	0.009647237	0.107710811	0.190978688	0.016340523	-0.059973173	-0.058855648	-0.014455749	-0.070315669	0.057623824	0.111067383	0.129166182	-0.022199688
Nsp1	SARS_CoV_2_Nsp1	-0.02792253	0.040749579	-0.066407847	-0.015017681	0.181081953	0.016929377	-0.091050204	-0.005493042	-0.111617117	0.115843626	-0.159638116	-0.122502365	0.130181734	0.004965599	-0.093766909	-0.070357982	-0.061541082	0.01913774	-0.136819899	-0.114185997	0.084777227	-0.111368727	-0.161864539	-0.218798626
N	SARS_CoV_2_N	0.008327687	0.021636026	-0.124625697	-0.054801432	-0.034259367	0.229171843	0.151503341	-0.17230687	-0.074307022	-0.010611866	-0.081138415	0.006789366	0.120893694	0.210221674	0.146016791	-0.032081188	-0.020028672	0.064365014	-0.104314159	-0.079063564	0.023842815	0.1679406	0.124466497	-0.221877311
LGALS8	O00214-2;O00214	0.059679641	0.065894534	0.026851291	-0.110138839	-0.083161149	0.059045201	0.133392512	0.210912786	-0.019672791	-0.00677583	-0.073036881	-0.145450046	-0.107223869	0.01222254	0.103062729	0.13402167	-0.080147745	-0.007920066	-0.112223837	-0.119419097	-0.093028035	0.058881675	0.041414731	0.050676193
DNMT1	P26358-2	-0.046393032	-0.016523742	0.030216569	0.019462663	0.150467231	0.073743677	0.083405699	0.096273789	-0.081901343	-0.018250569	-0.066417396	-0.161138042	-0.030482619	-0.031624172	0.045292514	-0.010461767	-0.056737635	-0.014096986	-0.060073287	-0.025550628	-0.077085781	-0.038256206	0.001198922	0.050494484
CD74	P04233-2;P04233;P04233-3	0.264562825	0.252019819	0.268315363	0.11676996	0.25835717	0.075131193	0.032765396	0.245063287	0.146100478	0.158961612	-0.089187071	-0.053686398	0.057354926	0.068574805	0.108300437	0.003776	0.210319431	0.181629081	-0.061305332	-0.092932347	0.028534022	0.172911789	0.015792223	0.108517631
GMNN	O75496	0.076464646	-0.058082828	-0.110513636	-0.122424468	-0.277024727	-0.066589611	0.155773298	0.195059619	-0.006946232	-0.056230292	-0.065710521	-0.08232531	-0.044577452	-0.040702728	-0.00448509	0.238807215	0.040687733	-0.008469443	-0.0363544	-0.016997449	-0.13142618	-0.004781158	-0.001699254	0.196545605
CRABP2	P29373	-0.060956734	-0.130668309	-0.054642388	-0.277894136	-0.110863163	0.183836945	0.281367947	0.087270799	-0.096579839	-0.142757669	-0.209362751	-0.052525591	0.007369541	0.223177919	0.172579518	0.054005079	-0.076909207	-0.056549824	-0.127830567	-0.065479223	0.066029842	0.29467573	0.295785445	0.050412652
SQSTM1	Q13501;Q13501-2	-0.101168232	0.01023475	-0.024913413	0.018333253	0.158325146	0.058182103	0.099078311	0.091673697	-0.182260387	-0.087701821	-0.027646482	-0.174565126	0.016951618	0.035540502	0.093146039	0.02174707	-0.165094126	-0.093821829	-0.075622822	-0.15896652	-0.041482381	0.040776421	0.09138057	0.027422352
FANCI	Q9NVI1;Q9NVI1-1;Q9NVI1-2;Q9NVI1-4	-0.198648394	-0.219728417	0.020202422	0.226345267	-0.089057643	-0.2455844	-0.408044573	-0.219541939	-0.234814785	-0.179568816	0.165663969	0.259918361	-0.074352703	-0.179363733	-0.20221513	-0.102613384	-0.2709117	-0.018577547	0.172206028	0.234737325	-0.020891612	0.126762537	-0.451997982	-0.372065991
ESCO2	Q56NI9;Q56NI9-2	0.240820097	0.076277378	-0.053702346	-0.115571361	-0.168604112	-0.033730539	-0.01328206	0.010385486	0.145421512	0.149771337	-0.026518826	-0.001314851	-0.101419655	-0.020969438	-0.07820201	-0.00524185	0.132293954	0.087825342	-0.06345415	-0.076693516	-0.026090875	-0.037964722	-0.080848516	0.031117155
P4HTM	Q9NXG6;Q9NXG6-3;Q9NXG6-2	-0.134677154	-0.098572827	-0.069652778	-0.115456138	-0.104122046	0.009564909	0.14492234	0.03217745	0.025252153	-0.081751905	0.001755789	0.037969378	-0.017206547	0.048373081	0.125236223	0.089833079	-0.104216626	-0.049222184	0.008224843	0.03146363	0.036109593	0.143225782	0.137161807	0.095000633
CPNE1	Q99829	-0.061447673	-0.065710477	-0.554670434	-0.135583979	-0.071172422	0.32198892	0.093181675	-0.132630777	0.027813254	0.028269919	-0.335271446	-0.107780881	0.097660682	0.271198737	0.327396166	-0.058119771	0.139571254	0.133677305	-0.416496649	0.044066417	0.03855407	0.423144259	0.430699035	-0.173066865
S	SARS_CoV_2_S_mutant;SARS_CoV_2_S	-0.007299738	-0.113668433	0.147898411	0.18212466	0.22583085	0.259616974	0.243593244	-0.436789303	-0.090607644	-0.241029916	-0.004702565	-0.020619928	0.055410892	0.115269433	0.308860671	-0.698959649	-0.193927162	-0.273851338	0.110955609	0.184629565	0.236799201	0.214940195	0.432477888	-0.608441215
SAMHD1	Q9Y3Z3;Q9Y3Z3-4;Q9Y3Z3-3	0.063573947	0.086644803	-0.100914742	0.002767209	0.209984962	0.160436667	0.088407436	0.191240417	0.083840418	0.040535707	-0.088090135	-0.247152304	0.107168364	0.072374832	0.171162694	0.069967284	-0.014230573	-0.043065358	-0.168820869	-0.182279041	-0.001891893	-0.080923301	0.033560202	0.063558233
ECE1	P42892;P42892-3;P42892-2;P42892-4	0.417836307	0.156002018	0.357929004	0.369247898	0.483952102	0.588226956	0.290126684	0.242321661	0.124970268	0.220373259	0.093038404	0.024365291	0.055752711	-0.00533351	-0.069074296	-0.265855739	-0.07191618	-0.136092093	-0.098635416	-0.091145326	0.141282046	0.077798134	-0.103074311	-0.208854384
PRKCD	Q05655;Q05655-2;Q04759;Q04759-3;Q04759-2	0.227466322	0.042282269	0.177201724	-0.028857106	-0.118255431	0.00750766	-0.048026227	0.192785763	0.037711153	-0.123821924	0.097988682	0.187726288	-0.042146237	-0.063361095	-0.129668564	0.308351479	0.214161858	0.008433168	0.197759881	0.224677382	0.006810478	0.152540685	0.018282899	0.411478538
XRCC3	O43542	-0.024262275	-0.072353791	0.069519874	-0.003325353	-0.09110141	0.029207386	0.051202287	0.111699822	-0.042109112	-0.035133216	-0.008054686	-0.03807222	-0.086140208	-0.018911806	-0.026419842	0.125904978	-0.074159258	-0.035879301	0.020645451	0.024466441	-0.018389724	0.005698843	0.020594079	0.089344486
TDG	Q13569	-0.113371039	-0.069841969	-0.024653287	-0.021747435	-0.016406267	-0.223315166	-0.099646943	-0.095838221	-0.007202752	-0.03034522	0.088998279	0.106827639	0.03850998	-0.075357855	-0.057140729	0.056369379	-0.062071163	-0.081517379	-0.011390336	0.06164532	0.035591513	-0.033453106	0.038432712	0.063662241
POLA2	Q14181;Q14181-2	0.112698874	0.096249684	-0.026637086	-0.040466514	-0.223145673	-0.006724063	0.018339804	0.121243095	-0.045931011	0.01185117	-0.107138145	-0.066949792	-0.16610688	-0.231900409	-0.25588663	0.020713553	0.138583208	0.055373682	0.002854953	0.047168042	-0.006152885	0.031252269	0.012412532	0.122062407
TOP2A	P11388;P11388-2;P11388-3;P11388-4	0.101003379	0.024896014	0.045081366	-0.062070712	-0.259243063	0.106902882	0.19062245	0.184245656	0.040942789	-0.150780243	-0.014187437	0.169140171	0.030257978	0.020384053	0.032853117	0.245757499	0.132869259	-0.062055501	0.059592202	0.140874679	0.027642977	0.149223903	0.083371403	0.166749344
HELLS	Q9NRZ9-2;Q9NRZ9;Q9NRZ9-3;Q9NRZ9-6;Q9NRZ9-5;Q9NRZ9-4;Q9NRZ9-8;Q9NRZ9-7;Q9NRZ9-9	-0.231240859	-0.064849751	0.14688702	0.095500588	0.285112605	0.259824027	0.118004742	-0.009823379	-0.124930564	-0.114961695	-0.032500775	-0.126706103	0.100647761	0.129375236	0.158006403	-0.191119017	-0.146083171	-0.189588882	-0.024706496	-0.060162297	0.014315105	0.013103979	0.091877251	-0.141166511
CMTR1	Q8N1G2	-0.296936012	-0.194033594	-0.534962115	-0.152971545	0.16473314	0.19698634	0.155133637	-0.331138085	-0.164011702	-0.10302375	-0.403669165	-0.242643204	0.095176207	0.300569383	0.251470932	-0.335213911	0.033272826	-0.12315403	-0.242490075	-0.160500972	-0.01084746	0.171084822	0.253194724	-0.337114751
SCEL	O95171;O95171-3	0.052071458	0.088400795	0.184378629	0.060263437	0.393680431	0.206371379	0.029987304	0.023615352	-0.132030852	-0.043892331	-0.083293328	-0.18297434	0.059453564	0.051622816	0.066071395	-0.145814931	-0.09106858	-0.086960211	-0.032709349	-0.104644584	-0.037130707	-0.115124837	-0.005033582	-0.11263149
KPNA2	P52292	0.048265127	0.022558355	0.138471629	0.097338604	0.124350677	0.068879406	0.014316239	-0.10892149	0.088598796	0.051731811	0.077271067	0.052943509	0.058232356	0.039756271	0.017249548	-0.22359316	0.049617957	-0.023202436	0.011848638	-0.00351958	0.074498636	0.034809261	-0.01996897	-0.208002296
ETV4	P43268;P43268-2	-0.008299758	0.010214365	0.140665062	0.067053012	0.176352032	0.140612124	-0.043781894	0.027772747	0.036193665	-0.002830191	-0.024516649	-0.064352321	0.089860399	0.076202664	0.064573605	-0.122779489	-0.015802375	-0.047337019	-0.041389999	-0.064638169	-0.019702035	-0.100155803	-0.098567917	-0.081804914
FOXP4	Q8IVH2;Q8IVH2-3;Q8IVH2-2	0.164641075	0.098558024	-0.023311046	-0.091495838	-0.284330454	-0.125080659	-0.090141456	0.059445955	0.007110712	0.089588049	0.041908771	0.093642049	-0.109578118	-0.114477749	-0.206367142	0.089923624	0.125792975	0.05497368	0.071714902	0.020110005	-0.02390184	-0.059735614	-0.02364113	0.087613757
ADI1	Q9BV57;Q9BV57-2	0.047540156	0.012761722	-0.078465832	-0.04577793	0.11830217	0.360988521	0.224346791	0.17906824	-0.027036866	0.067734566	-0.107179337	-0.233068601	0.088248022	0.230125774	0.212164985	0.036028366	-0.076462814	-0.116983743	-0.283904169	-0.300961371	-0.102752245	-0.021113734	-0.087311239	-0.053952702
FAM111B	Q6SJ93;Q6SJ93-2	-0.116840922	-0.058603028	-0.014628951	-0.041232362	0.088860658	0.196195467	0.192487719	-0.026829144	-0.013097858	-0.075023586	-0.128568015	-0.13565418	0.055879505	0.110392978	0.216981273	-0.13894965	-0.119195123	-0.072429123	-0.08286417	-0.07784412	0.009083043	0.12600561	0.166280119	-0.098705661
GATAD2A	Q86YP4;Q86YP4-3;Q86YP4-2	-0.14112973	-0.144756922	-0.395403976	-0.331431384	-0.330796516	-0.053099072	0.113506147	0.024251158	-0.101421563	-0.098329536	-0.24020349	-0.133080999	-0.069144245	0.012785611	0.068126882	0.21282424	-0.105493601	-0.093488772	-0.13944109	-0.015355169	0.004234745	0.067693841	0.199824175	0.119212873
ADAR	P55265;P55265-4;P55265-5	0.068237036	0.038493825	0.22420039	0.206696316	-0.020653061	-0.151956615	-0.199348688	-0.271440444	0.156177998	0.091796848	0.28827606	0.352768158	0.068215367	-0.102342832	-0.157349009	-0.168261933	0.083002347	0.132317827	0.339201698	0.344812884	0.164386708	-0.032426241	-0.126671637	-0.131010279
TECR	Q9NZ01;Q9NZ01-2	-0.274897608	-0.331009439	0.555225497	0.415908962	0.307123163	0.32307182	0.137792111	-0.248772638	-0.051024046	-0.298132453	0.362747686	0.704594665	0.342868523	0.342535422	0.077402011	-0.595024076	-0.250377049	-0.341427413	0.213743003	0.317388826	0.170815908	0.124788158	0.169421176	-0.564594404
EEF1A2	Q05639	0.105365795	0.135801513	-0.043231741	0.046826558	0.172838039	8.61E-04	0.026763207	0.122193256	0.05511353	0.144340971	0.039697603	-0.07117586	-0.022393903	0.071324288	0.147504051	0.142557591	0.061076795	0.04750053	-0.136253755	-0.222577202	-0.169242963	-0.121711001	-0.011337071	0.144265794
SESTD1	Q86VW0	0.31375025	0.22040125	0.353339734	0.253441144	-0.182097053	0.07579083	0.142104411	0.257017837	0.20549649	0.089537284	0.046949147	0.122945299	0.033824657	-0.016567959	0.032134956	0.072193911	0.13213787	0.066020851	0.041468627	0.058983296	-0.016304788	-0.061155526	0.184871156	-0.006810482
GALNT16	Q8N428;Q8N428-2	0.113597214	0.133040948	0.114265785	0.014478465	0.122962301	0.102174513	0.047890616	0.131605121	-0.048451953	0.020621753	0.017019997	-0.207802328	-0.066778735	0.014499445	0.052172687	0.067358125	-0.013807938	-0.056394654	0.010814824	-0.115266755	0.023984933	0.050260298	0.048074326	0.108406418
EFHD1	Q9BUP0;Q9BUP0-2	0.095705739	-0.156860844	0.192826931	-0.016587777	-0.14892242	0.023758669	0.082319602	-0.086292941	-0.063933649	-0.14848262	-0.001881066	0.028943304	-0.090731154	-0.020601317	-0.008817628	0.07254615	-0.030560819	-0.115450519	0.032062257	0.074876632	0.020483642	0.098614647	0.066095431	-0.008194533
TP73	O15350-13;O15350-6;O15350-5;O15350-8;O15350-11;O15350;O15350-2;O15350-4;O15350-10;O15350-9;O15350-3;O15350-12;Q9H3D4-11;Q9H3D4-9;Q9H3D4-12;Q9H3D4-3;Q9H3D4;Q9H3D4-6;Q9H3D4-7;Q9H3D4-4;Q9H3D4-8;Q9H3D4-10;Q9H3D4-2;Q9H3D4-5	-0.127834055	-0.072139438	0.129094449	0.139722283	-0.042543085	-0.13876031	-0.24206003	-0.167717416	0.041603028	-0.078375894	0.21842304	0.282147931	0.176426416	-0.158372358	-0.290212385	-0.085530103	-0.028668092	-0.05381177	0.259608909	0.359053994	0.226272608	-0.087677614	-0.20575088	-0.126063476
PRIM1	P49642	-0.108256458	0.016936882	0.400589874	0.426243885	0.408585552	0.075493063	-0.185844971	-0.245191701	-0.081667226	-0.041029156	0.248234436	0.276750407	0.285789219	0.039422472	-0.080371063	-0.40824606	-0.086306347	-0.059520917	0.203904368	0.258364465	0.249632671	-0.115977137	-0.254378177	-0.419298832
CTH	P32929;P32929-3;P32929-2	0.054529034	-0.007326582	-0.180760809	-0.233630512	0.042857467	0.290934016	0.072473258	0.023950455	0.009190292	-0.166450381	-0.340397703	-0.248290649	0.190482543	0.117399644	-0.075581738	-0.179444361	0.169423807	0.032813299	-0.160097168	-0.149149827	0.276847872	0.450620182	0.07082994	-0.057499042
SLBP	Q14493;Q14493-2	0.033319703	0.195768308	-0.029461539	0.172300323	0.326447107	0.064007196	-0.110612938	-0.012583736	0.027572242	0.190058725	-0.044116872	-0.023123973	0.035749858	0.073778034	3.43E-04	-0.072948632	0.091600277	0.075093365	-0.066923866	-0.093494692	-0.045224441	-0.119353533	-0.113116034	-0.034160955
MELTF	P08582;P08582-2	-0.20453306	-0.124860823	-0.096845095	0.02389538	0.009404738	-0.0068538	0.077430528	-0.113819968	-0.017913755	-0.076834587	0.045687028	0.108460595	0.082826834	0.005223217	-0.007841637	-0.076689722	-0.122550677	-0.059110911	-0.04744824	0.0784728	0.156833567	0.206807159	0.115254852	-0.018190954
CD99	P14209;P14209-2;P14209-3	0.067807226	0.015578365	-0.063184791	-0.181567686	-0.127893217	0.022570077	0.213572961	0.093633355	0.011764647	-0.004186731	-0.156003522	-0.145272537	-0.123565775	0.04562224	0.163709482	0.077520196	0.06050987	0.073551031	-0.050477311	-0.068534142	-0.068691994	0.028341909	0.182017497	0.131412151
AHNAK2	Q8IVF2;Q8IVF2-3;Q8IVF2-2	0.013946009	-0.061443685	-0.062698493	-0.105214209	-0.13685206	0.039513542	0.109305514	0.12678892	-0.034303655	-0.095464567	-0.0935084	-0.016138916	-0.029942813	-0.012499025	0.003445058	0.071113907	0.024165159	0.026931183	0.052125245	0.057745307	0.115709339	0.106802492	0.085573703	0.063135921
ADNP2	Q6IQ32	0.004090551	-0.065098237	-0.056198695	-0.19098186	-0.206753424	0.002562836	0.05091577	0.171099903	0.006919539	0.006458355	-0.047125019	-0.060451765	-0.043567715	0.01650308	-0.01806486	0.234009608	-0.09273618	-0.02656865	0.014770538	-0.02147914	-0.038570076	0.221042217	0.039922022	0.23560949
MAGEA4;MAGEA8	P43358;P43361;P43355;P43363;O60732;O15480;A2A368;Q96M61;A8MXT2;O60732-2	-0.095744588	-0.02438231	-0.012508701	0.026744573	0.048196745	0.091856641	0.007584956	0.001848849	-0.006524191	-0.071976778	0.023377963	-0.053897438	0.046908024	0.067184926	0.114447886	-0.013033967	-0.054053543	-0.031600754	0.030453231	-0.00854179	-0.031462547	-0.011320856	0.007204691	-0.001588864
CLSPN	Q9HAW4;Q9HAW4-3;Q9HAW4-2	0.024790638	0.31365998	-0.455091455	-0.133879826	-0.335996537	-0.776823037	-0.606124188	0.170320756	-0.127357468	0.44342902	-0.118576595	-0.094785401	-0.203844663	-0.743735062	-1.291113096	0.358400441	0.001493449	0.149042583	-0.20907576	-0.198728263	0.106881896	-0.095578999	-0.388285395	0.421286083
PADI2	Q9Y2J8;Q9Y2J8-2	0.09672805	-0.148725604	-0.069559667	-0.303476484	-0.32094586	0.175899378	0.251580226	0.262052318	-0.203071117	-0.178879189	-0.273010343	-0.300893654	-0.284911825	4.76E-04	0.066796178	0.19412012	-0.02043868	-0.007851865	-0.143998605	-0.253226101	-0.413672492	0.21110454	0.1867289	0.349687425
APEX2	Q9UBZ4	-0.085872945	-0.011280147	0.172948505	0.423623728	0.374686166	0.205122544	0.036294069	-0.046095403	-0.041556829	-0.07125205	0.134413675	0.127775349	0.237045433	0.102691525	0.071262598	-0.270593302	-0.220900817	-0.113598493	0.111725916	0.283848141	0.062832107	-0.171583218	-0.332551138	-0.282560692
NMRAL1	Q9HBL8	0.159201323	0.132714389	0.061339468	0.078166426	0.160499867	0.180697403	0.120887252	0.346475561	0.008683414	0.101992837	-0.106078047	-0.187665114	-0.047410389	0.003966572	0.110335209	0.139917653	-0.014719488	0.0378495	-0.19444453	-0.156746542	-0.267128452	-0.068605398	-0.070692188	0.142140113
PARVB	Q9HBI1;Q9HBI1-3;Q9HBI1-2	-0.565659513	-0.54646793	-0.436386208	0.096640823	0.003565683	0.28901317	0.242008788	-0.025550946	-0.426485914	-0.764066059	-0.240382918	0.019818843	0.15035856	0.237749172	0.173385758	-0.063120616	-0.285042453	-0.409223423	-0.109807575	0.167617677	0.531063852	0.515029878	0.438299009	-0.033942368
TIMELESS	Q9UNS1;Q9UNS1-2	-0.981137026	-0.39646669	-0.761196071	-0.381400515	0.67854985	1.023813872	0.900922064	-0.002522032	-0.815449785	-0.715991637	-1.022230721	-0.759453574	0.213787936	0.751788674	0.821940605	-0.172322232	-0.720940006	-0.115174293	-0.911300061	-0.588339842	-0.249653125	0.586845178	0.405407778	-0.092444683
CGAS	Q8N884;Q8N884-2	-0.083176466	-0.025391777	-0.0446423	-0.018784408	-0.050908749	0.023408867	0.028423483	0.153431996	-0.049857193	-0.092444489	-0.022523819	1.23E-04	-0.064907281	0.016301017	-0.005340768	0.094521265	-0.150882467	-0.101801733	-0.046228847	-0.041886884	-0.055300723	-0.136869534	0.037811751	-0.037749874
GINS4	Q9BRT9;Q9BRT9-2	-0.109544287	-0.15087146	-0.133083368	-0.368701737	-0.064806068	-0.539708744	-0.150390846	-0.515792941	-0.09262558	0.141361526	0.251107692	0.207367057	-0.032582197	0.066533552	-0.191076021	-0.149789001	0.041375051	0.021532521	0.001179034	-0.354326279	-0.114071779	-0.057134795	0.172317397	0.13081215
UBE2L6	O14933;O14933-2	0.096880818	0.036233914	0.437160333	0.417371788	0.133622247	-0.137585946	-0.171268215	-0.063141735	0.16586515	0.073317796	0.391204938	0.259338449	-0.010407708	-0.101521403	-0.014361977	-0.124900027	0.07684761	-0.023154074	0.220391991	0.164622072	-0.266565106	-0.226145777	-0.178661568	-0.107892588
DEPDC1B	Q8WUY9;Q8WUY9-2	0.036413807	0.006553204	-0.069201755	0.001126323	-0.064448774	-0.121021129	0.02764462	0.044795015	-0.002028418	0.061532996	0.04719446	-0.008604252	-0.025986304	0.007183875	0.044337041	0.121929799	0.010928986	0.076886841	0.021035713	-0.02100753	-0.038047847	-0.085947637	0.01995156	0.113180768
TIMM8B	Q9Y5J9	0.719434261	0.488117329	1.296304664	0.929888255	-0.038008073	-0.678285963	-1.121480926	-0.570187474	0.502594987	0.240554944	0.956773233	0.856426314	-0.232970079	-0.826614073	-0.941331316	-0.77779122	0.466206072	0.350512166	0.96216488	0.737669056	-0.148481138	-1.01518884	-1.237172354	-0.781289322
BAIAP2	Q9UQB8-4	-0.113925672	-0.418567995	-0.429922054	-0.363209368	-0.346248516	0.124317694	0.451585098	-0.177755441	-0.237973108	-0.226542926	-0.363522677	-0.190730412	-0.111234489	0.23140816	0.294319109	-0.162690935	-0.243429519	-0.358160669	-0.470021957	-0.385273131	-0.236976049	0.028373406	0.429553585	-0.061006726
NFKB2	Q00653;Q00653-4;Q00653-3	0.008619965	-0.059999466	0.082242963	0.132632073	0.005746164	0.103246442	-0.062665535	0.098194289	-0.074924254	-0.059898712	0.060216789	0.013862268	0.179108239	0.095391364	-0.069012605	0.097953152	-0.084160856	-0.12826866	0.073058323	0.072321833	0.064675406	-0.023333875	-0.172786634	-0.110826658
ACO1	P21399	0.15255288	0.186165689	0.12181906	0.199023858	-0.030719183	0.085790364	0.098047815	-0.318442419	0.097241902	-0.086685798	0.059200514	0.056532613	-0.004682546	0.036514401	0.082103385	-0.172652702	-0.033684518	-0.165698664	0.019438378	-0.052957712	-0.118189587	0.150948729	0.058159075	-0.267638787
PFKFB3	Q16875;Q16875-3;Q16875-2;Q16875-4	0.072537914	-0.068332976	-0.182385929	-0.139896974	0.056608192	0.079925839	-0.012781561	0.015619507	-0.071821581	-0.024868635	-0.115719974	-0.111979683	-0.089476517	0.033776716	-0.025091719	0.004521251	-0.056988607	0.061337564	-0.186326346	-0.130644857	-0.133969691	-0.16622816	-0.066372699	-0.079893751
GOT1	P17174;P17174-2	0.052330358	-0.059445624	0.215392526	0.153288808	0.068871892	0.254557634	0.110895406	0.117461473	0.06760504	-0.004609809	0.038941996	0.109392691	0.070895059	-0.029519088	-0.085827404	-0.089028232	0.026282381	-0.014166056	-0.023630577	0.105699266	0.128855022	0.084264472	0.030507726	0.012897251
